isogroup28559	GO:0005929
isogroup34793	GO:1990597;GO:0030424;GO:0044300;GO:0044301;GO:0005737;GO:0030425;GO:0030139;GO:0070062;GO:0031235;GO:0043025;GO:0032809;GO:1990032;GO:0005886;GO:0071889;GO:0045296;GO:0005123;GO:0005096;GO:0042802;GO:0019900;GO:0031434;GO:0031435;GO:0043548;GO:0036312;GO:0032266;GO:0070273;GO:0032403;GO:0042803;GO:0019901;GO:0051721;GO:0017124;GO:0035591;GO:0043184;GO:0007257;GO:0000185;GO:0001525;GO:0007049;GO:0021814;GO:0044257;GO:0071347;GO:0071222;GO:0071356;GO:0035924;GO:0008625;GO:0007252;GO:0006954;GO:0045087;GO:0070059;GO:0021819;GO:0016525;GO:0090090;GO:0035414;GO:0008285;GO:1903363;GO:0010596;GO:0010633;GO:0050680;GO:0010719;GO:0070373;GO:0048147;GO:0070317;GO:0034260;GO:0043124;GO:0043407;GO:0032088;GO:0043553;GO:0014067;GO:0001933;GO:0071901;GO:0046580;GO:0034144;GO:0000122;GO:0045892;GO:0030948;GO:1900747;GO:0048812;GO:0043065;GO:2001235;GO:0071158;GO:1900006;GO:0050679;GO:0046330;GO:0043507;GO:0043410;GO:2001224;GO:0010976;GO:1901800;GO:0045732;GO:0071902;GO:0090129;GO:0045944;GO:0038026;GO:0040008;GO:0043087;GO:0043122;GO:1900744;GO:0043254;GO:0043497;GO:0006986;GO:0035148;GO:0036324
isogroup24580	GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005654;GO:0048471;GO:0097001;GO:0035620;GO:0016301;GO:0070273;GO:0000902;GO:0008283;GO:0006672;GO:0007029;GO:0035621;GO:0003007;GO:0001701;GO:0055088;GO:0070584;GO:0006936;GO:0034976;GO:0007165
isogroup23672	GO:0005737;GO:0005634;GO:0005524;GO:0004674
isogroup117102	GO:0005737;GO:0005829;GO:0005815;GO:0048471;GO:0005524;GO:0036312;GO:0007249;GO:1900016;GO:0050680;GO:0048147;GO:0043124;GO:0050728;GO:0045824;GO:0032687;GO:0032688;GO:0032715;GO:0032088;GO:1901223;GO:1900226;GO:0014067;GO:0032720;GO:0042110
isogroup26154	GO:0005794;GO:0032580;GO:0017119;GO:0016021;GO:0005634;GO:0042802;GO:0004252;GO:0006486;GO:0006890
isogroup18696	GO:0000940;GO:0016020;GO:0031965;GO:0005643;GO:0031080;GO:0005487;GO:0017056;GO:0006325;GO:0006406;GO:0021915;GO:0022008;GO:0031081;GO:0006999;GO:0048339;GO:0006606;GO:0006355;GO:0006405;GO:0061053;GO:0000972
isogroup33224	GO:0005654;GO:0005634;GO:0046872;GO:0003723;GO:0001002;GO:0001156;GO:0001152;GO:0042791;GO:0006385;GO:0006383
isogroup90464	GO:0005887;GO:0005524;GO:0042626;GO:0007275;GO:0055085
isogroup5136	GO:0005911;GO:0005737;GO:0005856;GO:0019898;GO:0044224;GO:0033270;GO:0005886;GO:0014069;GO:0003779;GO:0005200;GO:0031032;GO:0006915;GO:0030866;GO:0030865;GO:0007016;GO:0043217;GO:0048812;GO:0030913;GO:0071205;GO:0002175;GO:0072659;GO:0001558;GO:0008360
isogroup302948	GO:0070062;GO:0005576;GO:0005615;GO:0016021;GO:0005765;GO:0005886;GO:0043235;GO:0005509;GO:0005154;GO:0008083;GO:0004713;GO:0042813;GO:0017147;GO:0000187;GO:0000186;GO:0001525;GO:0048754;GO:0060070;GO:0060059;GO:0007173;GO:0070371;GO:0060749;GO:0090370;GO:0051048;GO:0018108;GO:0035413;GO:0008284;GO:0021940;GO:0043388;GO:0045741;GO:1900127;GO:0043406;GO:0045840;GO:0010800;GO:0050731;GO:0042327;GO:0061098;GO:2000060;GO:0002092;GO:0045893;GO:0090279;GO:0050730;GO:2000008;GO:0051223;GO:0007262;GO:0044332
isogroup39967	GO:0016021
isogroup71962	GO:0016020;GO:0046872;GO:0003810;GO:0031424;GO:0018149;GO:0045787;GO:0010838
isogroup55971	GO:0005794;GO:0016021;GO:0006810
isogroup110403	GO:0016021;GO:0005743;GO:0017077;GO:1990845;GO:1990542;GO:0009409
isogroup201949	GO:0005737;GO:0005524;GO:0008721;GO:0003941;GO:0000287;GO:0030170;GO:0030378;GO:0070179;GO:0006563;GO:0018249
isogroup240310	GO:0000932;GO:0035198;GO:0004842;GO:0008270;GO:0010172;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0021915;GO:0051865;GO:0060964;GO:2000177;GO:0072089
isogroup5825	GO:0005737;GO:0005829;GO:0005815;GO:0048471;GO:0005524;GO:0036312;GO:0007249;GO:1900016;GO:0050680;GO:0048147;GO:0043124;GO:0050728;GO:0045824;GO:0032687;GO:0032688;GO:0032715;GO:0032088;GO:1901223;GO:1900226;GO:0014067;GO:0032720;GO:0042110
isogroup700454	GO:0005739;GO:0003968;GO:0003964
isogroup134332	GO:0019013;GO:0004190;GO:0003677;GO:0003887;GO:0003964;GO:0004523;GO:0005198;GO:0008270;GO:0015074;GO:0006310;GO:0075713;GO:0039657;GO:0046718;GO:0044826
isogroup172708	GO:1904115;GO:0031410;GO:0030659;GO:0005871;GO:0005874;GO:0005875;GO:0005739;GO:0043005;GO:0005524;GO:1990939;GO:0016887;GO:0019900;GO:0019894;GO:0008017;GO:0003777;GO:0097110;GO:0008089;GO:0006915;GO:1990090;GO:0030705;GO:0032418;GO:0007018;GO:0047497;GO:0007274;GO:0007270;GO:0010628;GO:1990778;GO:1904647
isogroup59247	GO:0005634;GO:0000164;GO:0004865;GO:0032515
isogroup19316	GO:0008282;GO:0043231;GO:0016020;GO:0005739;GO:0030016;GO:0042383;GO:0005524;GO:0015272;GO:0017098;GO:1902282;GO:0051607;GO:0007507;GO:0001822;GO:0010107;GO:1990573;GO:0006813;GO:0043330;GO:0032496;GO:0009268;GO:0042311
isogroup43039	GO:0005737;GO:0010494;GO:0000932;GO:0003730;GO:0003729;GO:0003723;GO:0035613;GO:0008270;GO:0061158;GO:0001782;GO:0071347;GO:0033962;GO:0048535;GO:0046007;GO:0030889;GO:0002635;GO:0045623;GO:0000956;GO:0000288;GO:0061014;GO:1901224;GO:0010608;GO:0010468;GO:0002634;GO:0043488;GO:0050856;GO:0048536;GO:0043029;GO:0042098;GO:0061470
isogroup84908	GO:0005737;GO:0016604;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0004871;GO:0030036;GO:0048041;GO:0035556;GO:0006468;GO:0007283
isogroup42922	GO:0070847;GO:0016592;GO:0001104;GO:0006369
isogroup59125	GO:0005737;GO:0004476;GO:0008270;GO:0005975;GO:0000032;GO:0009298;GO:0006486
isogroup134862	GO:0005737;GO:0005615;GO:0016020;GO:0005509;GO:0003682;GO:0007155
isogroup224045	GO:0005737;GO:0005576;GO:0016020;GO:0005509;GO:0007155
isogroup43434	GO:0005615;GO:0016020;GO:0005125;GO:0005164;GO:0050830;GO:0006959;GO:0048535;GO:0044130;GO:0002876;GO:0002925;GO:0032729
isogroup25092	GO:0005737;GO:0030425;GO:0005783;GO:0000123;GO:0031011;GO:0071339;GO:0005730;GO:0005654;GO:0005634;GO:0043204;GO:0005844;GO:0002151;GO:0034046;GO:0008266;GO:0010521;GO:0006464;GO:0006310;GO:0006281;GO:0043984;GO:0043981;GO:0043982;GO:0051974;GO:1904357;GO:1904751;GO:0016579;GO:0006355;GO:0006351
isogroup23015	GO:0016787;GO:0046872;GO:0008152
isogroup7194	GO:0030424;GO:0044327;GO:0070062;GO:0005794;GO:0005874;GO:0031966;GO:0005739;GO:0048471;GO:0001917;GO:0014069;GO:0098844;GO:0043083;GO:0005525;GO:0003924;GO:0008017;GO:0050998;GO:0031798;GO:0031802;GO:0003374;GO:0061025;GO:0000266;GO:0061002;GO:0051491;GO:0098884;GO:0016185
isogroup90711	GO:0005813
isogroup144968	GO:0005737;GO:0005829;GO:0005654;GO:0005524;GO:0004709;GO:0046872;GO:0004672;GO:0019901;GO:0004702;GO:0030036;GO:0045893
isogroup323085	GO:0015629;GO:0005887;GO:0005886;GO:0004930;GO:0008188;GO:0031628;GO:0042277;GO:0032870;GO:0007186;GO:0045761;GO:2000479;GO:0043408;GO:1901652
isogroup40171	GO:0003677;GO:0046872
isogroup26796	GO:0005737;GO:0005829;GO:0016020;GO:0005634;GO:1904288;GO:0043621;GO:1903070;GO:2000059;GO:1903071;GO:0030433;GO:0016032
isogroup63860	GO:0046872;GO:0033743;GO:0030091;GO:0006979
isogroup194	GO:0015935;GO:0003723;GO:0003735;GO:0006412
isogroup257320	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0007552;GO:0045316;GO:0010977;GO:0006355;GO:0035075
isogroup269090	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup73977	GO:0005737;GO:0047150;GO:0008270;GO:0006579;GO:0009086
isogroup216629	GO:0005789;GO:0016021;GO:0031090;GO:0050660;GO:0004499;GO:0050661
isogroup311259	GO:0005829;GO:0005789;GO:0016021;GO:0051879;GO:1990380;GO:0046872;GO:0004843;GO:0036459;GO:0031625;GO:1901799;GO:0048642;GO:0090068;GO:0016579;GO:0050821;GO:1900037;GO:1904292;GO:0031647;GO:0034976;GO:0030433
isogroup233438	GO:0005737;GO:0033588;GO:0000123;GO:0000502;GO:0008023;GO:0061133;GO:0043248;GO:0006355;GO:0006368
isogroup294158	GO:0005737;GO:0004372;GO:0030170;GO:0006544;GO:0006563;GO:0006730;GO:0035999
isogroup229102	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0007010;GO:0022604;GO:0006355;GO:0006351
isogroup17530	GO:0005737;GO:0005874;GO:0005815;GO:0005819;GO:0007100;GO:0007399;GO:0060052;GO:2000574;GO:0006810
isogroup167290	GO:0005789;GO:0030176;GO:0004346;GO:0006094;GO:0051156;GO:0042593;GO:0015758;GO:0050796
isogroup182136	GO:0005886;GO:0008076;GO:0022843;GO:0005249;GO:0006813;GO:0051260;GO:0030431
isogroup354967	GO:0016324;GO:0030673;GO:0030424;GO:0016323;GO:0030054;GO:0030425;GO:0016021;GO:0005887;GO:0005622;GO:0016020;GO:0032809;GO:0043204;GO:0005886;GO:0045211;GO:0042734;GO:0045202;GO:0043195;GO:0031982;GO:0008076;GO:0005251;GO:0044325;GO:0005249;GO:0071242;GO:0071732;GO:0097237;GO:0021759;GO:0038060;GO:1901381;GO:0071805;GO:0051291;GO:0051260;GO:0050796;GO:0014075;GO:0045471;GO:0009642;GO:0032026;GO:1990089;GO:0014070
isogroup13064	GO:0005829;GO:0005743;GO:0005758;GO:0005759;GO:0005739;GO:0005886;GO:0032587;GO:0047617;GO:0102991;GO:0016290;GO:0006631;GO:0035338;GO:0043491;GO:1902108
isogroup15197	GO:0005737;GO:0070062;GO:0005739;GO:0016209;GO:0055114;GO:0045670
isogroup78335	GO:0005615;GO:0005887;GO:0005886;GO:0003840;GO:0036374;GO:0016755;GO:0007568;GO:0034599;GO:0006536;GO:0006750;GO:0006751;GO:0031179;GO:0032355;GO:0032496;GO:0034612;GO:0031638
isogroup79615	GO:0005634;GO:0003950;GO:0006355;GO:0006351
isogroup1954	GO:0070062;GO:0005615;GO:0005578;GO:0003823;GO:0001530;GO:0046872;GO:0007411;GO:0007155;GO:0071222;GO:0050832;GO:0051607;GO:0043152;GO:0045087;GO:0002448;GO:0008228;GO:0032755;GO:0060907;GO:0032760
isogroup13452	GO:0005737;GO:0005634;GO:0016740;GO:0008270;GO:0016567;GO:0009585
isogroup199199	GO:0005634;GO:0003682;GO:0051864;GO:0046872;GO:0000086;GO:0070544;GO:0045893;GO:0006351
isogroup190426	GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0031088;GO:0016404;GO:0005524;GO:0015662;GO:0042626;GO:0043225;GO:0060271;GO:0002576;GO:0048661;GO:0032310;GO:0042493;GO:0014070;GO:0010243;GO:0055085
isogroup13212	GO:0005789;GO:0016021;GO:0015031
isogroup516371	GO:0005576;GO:0042151
isogroup132216	GO:0016021;GO:0005886;GO:0008076;GO:0005267;GO:0005249;GO:0006813;GO:0051260
isogroup8582	GO:0000776;GO:0005643;GO:0031080;GO:0005487;GO:0006406
isogroup5538	GO:0005737;GO:0005783;GO:0005576;GO:0005739;GO:0005634;GO:0001730;GO:0005524;GO:0003725;GO:0046872;GO:0051607;GO:0045087;GO:0045071;GO:0006164
isogroup18635	GO:0005634;GO:0003677;GO:0051287;GO:0003950;GO:1990404;GO:0008270;GO:1990966;GO:0018312
isogroup92708	
isogroup23205	GO:0005634;GO:0072358;GO:0050768;GO:0006355;GO:0006351
isogroup201413	GO:0005737;GO:0070062;GO:0005634;GO:0005524;GO:0019200;GO:0046872;GO:0004747;GO:0046835;GO:0019303
isogroup121	GO:0005840;GO:0019843;GO:0003735;GO:0006412
isogroup791120	GO:0005737;GO:0005525;GO:0003924;GO:0003743
isogroup631886	GO:0005884;GO:0032432;GO:0005829;GO:0051015;GO:0051764;GO:0030036;GO:0051017;GO:0051639;GO:0009846;GO:0009860
isogroup190914	GO:0005737;GO:0031931;GO:0031932;GO:0032006
isogroup10330	GO:0005912;GO:0005923;GO:0005737;GO:0005829;GO:0005524;GO:0019869;GO:0004672;GO:0004674;GO:0035556;GO:0043066;GO:0090188;GO:0051928;GO:0090004;GO:0032414;GO:0010800;GO:2000688;GO:2000682;GO:2000651;GO:0010765;GO:0046777;GO:0006468;GO:0072661;GO:0090279;GO:2000021
isogroup430016	GO:0016021;GO:0005886;GO:0004946;GO:0008188
isogroup256676	
isogroup39376	GO:0005813;GO:0005829;GO:0070652;GO:0005874;GO:0005819;GO:0051301;GO:0007098;GO:0097711;GO:0000086;GO:0051225
isogroup8838	GO:0030424;GO:0032839;GO:0043197;GO:0005783;GO:0005789;GO:0044233;GO:0070062;GO:0031012;GO:0071556;GO:0016021;GO:0042470;GO:0016020;GO:0043209;GO:0043025;GO:0043234;GO:0005840;GO:0005791;GO:0005790;GO:0034185;GO:0005509;GO:0030246;GO:0001948;GO:0035255;GO:0003723;GO:0051082;GO:0007568;GO:0002474;GO:0061077;GO:0072583;GO:0048488
isogroup103382	GO:0009986;GO:0009897;GO:0005615;GO:0019897;GO:0005509;GO:0042802;GO:0046982;GO:0007512;GO:0007596;GO:0030154;GO:0045446;GO:0006954;GO:0045880;GO:0009791;GO:0051260;GO:0007165
isogroup46619	GO:0005743;GO:0005762;GO:0003735;GO:0070125;GO:0070124
isogroup73093	GO:0005737;GO:0016607;GO:0005654;GO:0005681;GO:0071001;GO:0046540;GO:0016018;GO:0003755;GO:0043021;GO:0000398;GO:0045070;GO:0006461;GO:0006457
isogroup210065	GO:0005737;GO:0005654;GO:0051117;GO:0030544;GO:0016279;GO:0018022;GO:0006479
isogroup263774	GO:0016021;GO:0005886;GO:0005509;GO:0007156
isogroup12102	GO:0005737;GO:0016149
isogroup22024	GO:0005737;GO:0005829;GO:0005524;GO:0004709;GO:0046872;GO:0004672;GO:0004702;GO:0030036;GO:0001568;GO:0035556;GO:0000165;GO:0043123;GO:1900745;GO:0046777
isogroup6066	GO:0005737;GO:0070062;GO:0016021;GO:0016020;GO:0005654;GO:0005634;GO:0005886;GO:0002039;GO:0043518;GO:1902254;GO:1903364;GO:0031398;GO:0006606
isogroup430162	GO:0016021
isogroup46706	GO:0005737;GO:0070062;GO:0005739;GO:0010917;GO:0035794;GO:0010940
isogroup41907	GO:0005576;GO:0016021;GO:0005886;GO:0016787;GO:0046872;GO:0007154;GO:0008152
isogroup2842	GO:0005737;GO:0031965;GO:0097165;GO:0005730;GO:0005634;GO:0016605;GO:0031510;GO:0008076;GO:0035259;GO:0044325;GO:0015459;GO:0030674;GO:0008022;GO:0031386;GO:0003723;GO:0044388;GO:0001222;GO:0008134;GO:0031625;GO:0071276;GO:0034605;GO:0045759;GO:1902260;GO:0043392;GO:0043433;GO:0045892;GO:0060021;GO:0030578;GO:1901896;GO:0032436;GO:0031334;GO:0090204;GO:0050821;GO:0016925;GO:0086004
isogroup6560	GO:0016021
isogroup207037	GO:0005737;GO:0046872;GO:0004722
isogroup9296	GO:0042995;GO:0005829;GO:0070062;GO:0043025;GO:0005635;GO:0005971;GO:0005524;GO:0097718;GO:0004748;GO:0021846;GO:0009263;GO:0006260;GO:0008584;GO:0000278;GO:0015949;GO:0051290;GO:0006206;GO:0010212;GO:0060041
isogroup62174	GO:0005737;GO:0042597;GO:0008239;GO:0042802;GO:0042803;GO:0008236;GO:0051603
isogroup3761	GO:0016593;GO:0005634;GO:0000993;GO:0007507;GO:0016570;GO:0000122;GO:0032968;GO:0045944;GO:0006368
isogroup610	GO:0005840
isogroup31557	GO:0005789;GO:0016021;GO:0005622;GO:0005886;GO:0031982;GO:0005229;GO:0046983;GO:0006821
isogroup145914	GO:0016021;GO:0005886;GO:0005509;GO:0030276;GO:0005543;GO:0046982;GO:0042803;GO:0019905;GO:0006906
isogroup92696	GO:0005737;GO:0005829;GO:0005778;GO:0005777;GO:0097733;GO:0001750;GO:0005524;GO:0016887;GO:0042623;GO:0008022;GO:0032403;GO:0007031;GO:0016561;GO:0050821;GO:0006625
isogroup12578	GO:0005737;GO:0016592;GO:0001104;GO:0006351
isogroup285137	GO:0045177;GO:0070062;GO:0016021;GO:0005622;GO:0005886;GO:0005509;GO:0001658;GO:0021987;GO:0072137;GO:0048565;GO:0001736;GO:0008543;GO:0003007;GO:0007157;GO:0035329;GO:0007156;GO:0060122;GO:0001822;GO:0072006;GO:0022008;GO:0007219;GO:0043931;GO:0007009;GO:0072307
isogroup316195	GO:0005634;GO:0005667;GO:0043565;GO:0003700;GO:0030154;GO:0007517;GO:0051450;GO:0000122;GO:0006355;GO:0006351
isogroup70446	GO:0046872;GO:0003693;GO:0016740;GO:0004803;GO:0015074;GO:0006313
isogroup128318	GO:0005615;GO:0004866;GO:0006958;GO:0006954;GO:0045087
isogroup37391	GO:0070062;GO:0005741;GO:0005739;GO:0047658;GO:0006520;GO:0009636;GO:0006805
isogroup55809	GO:0020002;GO:0016020;GO:0043621;GO:0039652;GO:0085033;GO:0075131;GO:0051092;GO:0042981;GO:1903076
isogroup6043	GO:0071013;GO:0016607;GO:0005654;GO:0005681;GO:0005686;GO:0071004;GO:0005684;GO:0003723;GO:0000389;GO:0006397;GO:0000398;GO:0000381
isogroup121114	GO:0016021;GO:0005741;GO:0090149;GO:0006810
isogroup255617	GO:0016021;GO:0005886;GO:0005261;GO:0022840;GO:0005272;GO:0005244;GO:0070588;GO:0006816;GO:0034220;GO:0086010;GO:0071805;GO:0060075;GO:0035725
isogroup649414	GO:0005739;GO:0000784;GO:0005634;GO:0005657;GO:0005524;GO:0043141;GO:0033682;GO:0000287;GO:0017116;GO:0010521;GO:0042162;GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0044806;GO:0000002;GO:0051974;GO:0032211;GO:0000723
isogroup155935	
isogroup9600	GO:0005737;GO:0043025;GO:0045182;GO:0030371;GO:0008270;GO:0008356;GO:0055060;GO:0007411;GO:0007420;GO:0007402;GO:0008285;GO:0007406;GO:0007400;GO:0007405;GO:0022008;GO:0030182;GO:0048477;GO:0006909;GO:0050767;GO:0008582;GO:1900242;GO:0006417;GO:0009303;GO:0035282;GO:0007419
isogroup63962	GO:0070062;GO:0016768;GO:0006597;GO:0008215
isogroup160449	GO:0030424;GO:0005737;GO:0030425;GO:0043198;GO:0030426;GO:0016020;GO:0043025;GO:0032420;GO:0045202;GO:0019904;GO:0060122;GO:0050953;GO:0007605
isogroup12596	GO:0030054;GO:0005737;GO:0005634;GO:0008270;GO:0007155
isogroup53164	GO:0005509
isogroup193897	GO:0005654;GO:0016278;GO:1901796
isogroup469	GO:0005737;GO:0005829;GO:0043231;GO:0005886;GO:0005096;GO:0030165;GO:0017137;GO:0007049;GO:0051301;GO:0006887;GO:0032878;GO:0017157;GO:0050708
isogroup127707	GO:0016021;GO:0005743;GO:0070469;GO:0009916;GO:0046872
isogroup86043	GO:0032579;GO:0031410;GO:0005615;GO:0005509
isogroup169980	
isogroup136077	GO:0005581;GO:0016021;GO:0030246;GO:0046872
isogroup29993	GO:0012505;GO:0005622;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0031338
isogroup593248	GO:0005783;GO:0005794;GO:0005887;GO:0048471;GO:0005886;GO:0004177;GO:0004222;GO:0008270;GO:0060348;GO:0030282;GO:0007267;GO:0006464;GO:0071374;GO:0071305;GO:0030324;GO:0019637;GO:0006508;GO:0060416;GO:1990418;GO:1904383;GO:0001501
isogroup33610	GO:0005938;GO:0005524;GO:0004691;GO:0005547;GO:0019887;GO:0004674;GO:0032147;GO:0043327;GO:0031154;GO:0030010;GO:0007163;GO:0044351;GO:0000281;GO:0031036;GO:0050765;GO:0046580;GO:0018105;GO:0090382;GO:0048015;GO:1905303;GO:0006468;GO:0050920;GO:0045859;GO:0042542
isogroup16317	GO:0005634;GO:0003682;GO:0030154;GO:0045892;GO:0007219;GO:0007283;GO:0006351
isogroup213889	GO:0005634;GO:0004519;GO:0003676;GO:0008233;GO:0003964;GO:0015074;GO:0006313
isogroup118961	
isogroup163053	GO:0005524;GO:0004674
isogroup2254	GO:0005829;GO:0005759;GO:0031966;GO:0005747;GO:0000036;GO:0000035;GO:0005504;GO:0008137;GO:0016491;GO:0031177;GO:0006633;GO:0009245;GO:0006120
isogroup39845	GO:0005634;GO:0008022;GO:0043565;GO:0003700;GO:0030154;GO:0097094;GO:0007095;GO:0045892;GO:0045893;GO:0006351
isogroup75128	GO:0016491;GO:0017000
isogroup202655	GO:0005777;GO:0008458;GO:0009437;GO:0015936;GO:0006635;GO:0006631;GO:0006091;GO:0051791;GO:0006810
isogroup314821	GO:0005829;GO:0004842;GO:0000209
isogroup299861	GO:0042597;GO:0004563;GO:0030246;GO:0006032;GO:0000272
isogroup337607	GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197
isogroup245190	GO:0009925;GO:0005604;GO:0016323;GO:0030054;GO:0005737;GO:0030056;GO:0031965;GO:0016607;GO:0005634;GO:0005886;GO:0005176;GO:0005178;GO:0005102;GO:0005200;GO:0045175;GO:0007155;GO:0007049;GO:0016049;GO:0071356;GO:0007173;GO:0038128;GO:0045197;GO:0007229;GO:0045104;GO:0071638;GO:0032088;GO:0070433;GO:0006605;GO:0032496;GO:0032495;GO:0007165
isogroup20979	GO:0043194;GO:0034704;GO:0005737;GO:0014704;GO:0031594;GO:0043005;GO:0043025;GO:0005634;GO:0016529;GO:0033017;GO:0030315;GO:0005524;GO:0005516;GO:0004683;GO:0044325;GO:0006816;GO:0060048;GO:0030154;GO:0000082;GO:0035556;GO:0007399;GO:0018105;GO:0018107;GO:0010613;GO:0046777;GO:0006468;GO:0060341;GO:1901897;GO:0002028
isogroup421988	GO:0043231;GO:0004519;GO:0003723;GO:0009451
isogroup237394	GO:0005576;GO:0052689
isogroup60459	GO:0005929;GO:0031462;GO:0005829;GO:0016020;GO:0005739;GO:0005730;GO:0005654;GO:0005634;GO:0005667;GO:0030891;GO:0032403;GO:0008134;GO:0061630;GO:0001525;GO:0043534;GO:0061073;GO:0030198;GO:0048069;GO:0048877;GO:0061072;GO:0006582;GO:0045602;GO:1902072;GO:0070244;GO:0000122;GO:0030182;GO:0006607;GO:0003310;GO:0050679;GO:0010498;GO:0051291;GO:0016567;GO:2001233;GO:0042069;GO:1903827;GO:0006355;GO:0045471;GO:0001666;GO:0003309
isogroup148254	GO:0043194;GO:0016323;GO:0009986;GO:0043034;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0014704;GO:0016328;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008092;GO:0044325;GO:0030674;GO:0030507;GO:0005200;GO:0007409;GO:0071286;GO:0007016;GO:0006888;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0072659;GO:0072661;GO:0043266;GO:0007165
isogroup111682	GO:0010008;GO:0015031;GO:0007034
isogroup1483	GO:0031683;GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0007188
isogroup114943	GO:0008168
isogroup204506	GO:0016021;GO:0007155
isogroup136811	GO:0005524;GO:0003677;GO:0009378;GO:0006310;GO:0006281;GO:0006260
isogroup5178	GO:0005576;GO:0046872;GO:0004252;GO:0006958;GO:0045087
isogroup214295	GO:0005634;GO:0003677;GO:0007275;GO:0006355
isogroup408388	GO:0005913;GO:0016021;GO:0005634;GO:0005886;GO:0005509;GO:0010631;GO:0007156
isogroup104978	GO:0005912;GO:0005923;GO:0016021;GO:0005886;GO:0005918;GO:0061689;GO:0030246;GO:0005044;GO:0045217;GO:0090557;GO:0035002;GO:0035159;GO:0034976;GO:1904274
isogroup29636	GO:0005813;GO:0000781;GO:0005737;GO:0000784;GO:0005634;GO:0033063;GO:0005657;GO:0005524;GO:0008094;GO:0003690;GO:0000400;GO:0043015;GO:0000150;GO:0003697;GO:0006974;GO:0051276;GO:0000724;GO:0036297;GO:0000707;GO:0006312;GO:0006289;GO:0007131;GO:0051726;GO:0010212;GO:0042148;GO:0000723;GO:0000722
isogroup3022	GO:0005737;GO:0005783;GO:0005789;GO:0016021;GO:0005634;GO:0098793;GO:0031490;GO:0001047;GO:0003677;GO:0001158;GO:0046982;GO:0000977;GO:0043565;GO:0003700;GO:0060612;GO:0001525;GO:0006915;GO:0030154;GO:0071230;GO:0071236;GO:0071498;GO:0042149;GO:0071353;GO:0071499;GO:0071222;GO:0071375;GO:0035356;GO:0042632;GO:0030968;GO:0001935;GO:0055089;GO:0001889;GO:0007517;GO:0043066;GO:1902236;GO:0045579;GO:0045600;GO:2000347;GO:0002639;GO:1903489;GO:0045348;GO:1900100;GO:0045582;GO:0045944;GO:0006990;GO:0031648;GO:0010506;GO:0006355;GO:0042493;GO:0051602;GO:1990418;GO:0060096;GO:0055092;GO:0006366;GO:0006511
isogroup131192	GO:0005794;GO:0005796;GO:0000139;GO:0005634;GO:0019899;GO:0031625;GO:0007030;GO:0043001
isogroup659309	GO:0016021;GO:0006488;GO:0006810
isogroup17011	GO:0043296;GO:0045177;GO:0016323;GO:0005923;GO:0030054;GO:0005913;GO:0005737;GO:0005829;GO:0005921;GO:0005886;GO:0045296;GO:0005516;GO:0007043;GO:1901350;GO:0090557;GO:0035329
isogroup38422	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup7173	GO:0005829;GO:0070062;GO:0005741;GO:0007005;GO:1905090
isogroup108134	GO:0010494;GO:0005634;GO:0005506;GO:0031418;GO:0031544;GO:0031543;GO:0008283;GO:0018126;GO:0006449;GO:0034063
isogroup35852	GO:0070062;GO:0070419;GO:0005634;GO:0035861;GO:0032947;GO:0042803;GO:0006974;GO:0051103;GO:0006303
isogroup112466	GO:0005798;GO:0005886;GO:0006893
isogroup43502	GO:0005938;GO:0060170;GO:0032154;GO:0005737;GO:0030496;GO:0005819;GO:0005525;GO:0007049;GO:0051301;GO:0060271;GO:0007224
isogroup107334	GO:0005759;GO:0004081;GO:0008803;GO:0005525;GO:0006915;GO:0006139;GO:0000302
isogroup183890	GO:0005829;GO:0005789;GO:0000139;GO:0005886;GO:0005092;GO:0030154;GO:0007399;GO:0008277
