Mcavernosa30988	K13912
Mcavernosa15668	K17608
Mcavernosa21089	K14820
Mcavernosa17280	K10408
Mcavernosa23408	K08628
Mcavernosa26593	K10408
Mcavernosa18528	K10263
Mcavernosa19606	K18061
Mcavernosa24902	K00744
Mcavernosa09170	K07573
Mcavernosa32812	K20283
Mcavernosa20422	K12813
Mcavernosa34967	K10380
Mcavernosa15524	K02583
Mcavernosa11765	K23407
Mcavernosa07444	K17341
Mcavernosa23310	K10590
Mcavernosa34375	K01456
Mcavernosa14443	K22628
Mcavernosa03604	K01444
Mcavernosa06987	K10403
Mcavernosa15328	K24742
Mcavernosa09399	K01301
Mcavernosa01458	K23518
Mcavernosa12962	K08630
Mcavernosa07104	K12456
Mcavernosa26613	K01132
Mcavernosa23654	K20520
Mcavernosa04962	K23625
Mcavernosa20179	K04142
Mcavernosa26491	K24755
Mcavernosa05377	K16307
Mcavernosa14511	K03362
Mcavernosa12219	K00031
Mcavernosa21454	K23222
Mcavernosa24687	K05218
Mcavernosa09329	K21843
Mcavernosa23028	K16682
Mcavernosa03923	K06927
Mcavernosa17197	K11155
Mcavernosa21889	K09666
Mcavernosa25604	K01756
Mcavernosa22749	K24186
Mcavernosa04107	K00844
Mcavernosa04471	K17407
Mcavernosa08879	K01394
Mcavernosa19723	K04398
Mcavernosa10000	K00140
Mcavernosa10293	K14689
Mcavernosa06573	K13047
Mcavernosa33925	K00432
Mcavernosa18861	K20216
Mcavernosa15595	K01613
Mcavernosa22801	K09431
Mcavernosa13355	K03676
Mcavernosa00249	K06487
Mcavernosa24596	K10457
Mcavernosa09544	K04615
Mcavernosa01422	K04676
Mcavernosa20657	K00461
Mcavernosa10371	K17655
Mcavernosa25172	K17770
Mcavernosa12293	K01191
Mcavernosa06550	K15701
Mcavernosa14182	K24962
Mcavernosa02031	K08469
Mcavernosa12603	K03841
Mcavernosa15157	K04224
Mcavernosa08686	K04990
Mcavernosa01662	K01904
Mcavernosa08634	K10457
Mcavernosa23104	K03027
Mcavernosa07670	K14994
Mcavernosa07750	K24835
Mcavernosa26788	K14397
Mcavernosa25188	K09201
Mcavernosa22255	K10585
Mcavernosa04799	K11204
Mcavernosa02162	K22790
Mcavernosa04837	K01489
Mcavernosa02480	K07904
Mcavernosa21216	K15839
Mcavernosa10520	K15275
Mcavernosa11681	K04266
Mcavernosa22685	K20795
Mcavernosa14650	K01409
Mcavernosa25160	K00615
Mcavernosa05273	K13504
Mcavernosa06128	K03963
Mcavernosa26199	K15622
Mcavernosa30779	K20310
Mcavernosa33193	K20030
Mcavernosa21777	K09272
Mcavernosa05300	K05700
Mcavernosa14054	K17689
Mcavernosa17289	K06238
Mcavernosa02983	K20994
Mcavernosa19101	K22803
Mcavernosa19103	K01307
Mcavernosa08741	K00006
Mcavernosa06210	K03320
Mcavernosa09877	K00408
Mcavernosa13781	K24142
Mcavernosa23723	K02148
Mcavernosa14030	K16343
Mcavernosa30703	K18424
Mcavernosa33846	K03859
Mcavernosa20008	K04950
Mcavernosa10911	K14553
Mcavernosa25974	K00884
Mcavernosa19138	K24431
Mcavernosa28515	K24524
Mcavernosa19226	K24642
Mcavernosa34499	K13109
Mcavernosa01966	K11823
Mcavernosa19315	K24931
Mcavernosa13879	K11127
Mcavernosa02345	K24835
Mcavernosa05901	K08635
Mcavernosa05611	K09228
Mcavernosa05684	K24195
Mcavernosa14725	K02954
Mcavernosa02778	K10456
Mcavernosa24680	K15074
Mcavernosa26860	K17410
Mcavernosa31122	K09479
Mcavernosa12343	K03032
Mcavernosa23660	K20520
Mcavernosa20390	K17341
Mcavernosa02398	K18398
Mcavernosa24021	K12842
Mcavernosa19161	K21862
Mcavernosa19690	K11853
Mcavernosa13967	K05236
Mcavernosa25332	K04849
Mcavernosa15782	K12798
Mcavernosa05226	K11802
Mcavernosa20455	K14702
Mcavernosa16668	K09699
Mcavernosa19083	K13126
Mcavernosa10703	K08857
Mcavernosa13637	K10481
Mcavernosa03921	K00547
Mcavernosa27711	K02349
Mcavernosa13157	K05656
Mcavernosa26451	K10885
Mcavernosa09392	K10864
Mcavernosa34627	K24174
Mcavernosa22799	K17398
Mcavernosa19697	K16455
Mcavernosa10245	K14685
Mcavernosa26626	K00031
Mcavernosa08299	K22125
Mcavernosa12440	K24508
Mcavernosa05335	K08546
Mcavernosa03409	K13140
Mcavernosa16205	K05039
Mcavernosa06283	K24298
Mcavernosa10817	K16866
Mcavernosa13500	K07526
Mcavernosa33215	K13983
Mcavernosa09741	K17341
Mcavernosa11756	K08145
Mcavernosa09186	K22371
Mcavernosa27609	K06765
Mcavernosa13234	K18172
Mcavernosa01157	K24935
Mcavernosa03516	K07305
Mcavernosa24519	K24392
Mcavernosa17408	K04597
Mcavernosa12536	K17541
Mcavernosa20742	K12373
Mcavernosa14543	K24682
Mcavernosa11930	K04828
Mcavernosa07726	K24835
Mcavernosa26848	K18764
Mcavernosa05955	K08463
Mcavernosa26962	K05092
Mcavernosa09157	K05691
Mcavernosa26733	K21283
Mcavernosa27674	K01017
Mcavernosa08225	K04988
Mcavernosa27430	K23966
Mcavernosa24932	K22197
Mcavernosa16879	K11375
Mcavernosa10409	K11171
Mcavernosa08241	K06678
Mcavernosa17473	K09214
Mcavernosa03804	K11188
Mcavernosa04608	K19787
Mcavernosa01772	K13953
Mcavernosa26351	K16669
Mcavernosa15704	K23489
Mcavernosa15785	K21032
Mcavernosa17465	K04144
Mcavernosa29952	K09361
Mcavernosa16422	K06777
Mcavernosa02666	K17535
Mcavernosa29096	K06826
Mcavernosa19522	K20126
Mcavernosa13206	K04437
Mcavernosa24884	K12191
Mcavernosa06361	K16288
Mcavernosa11623	K01309
Mcavernosa15852	K01468
Mcavernosa09835	K23234
Mcavernosa28552	K08869
Mcavernosa13124	K23029
Mcavernosa29890	K09540
Mcavernosa25042	K04662
Mcavernosa22063	K10359
Mcavernosa21968	K09228
Mcavernosa12550	K22928
Mcavernosa22141	K10637
Mcavernosa20516	K24553
Mcavernosa18030	K01480
Mcavernosa07135	K22790
Mcavernosa31389	K09228
Mcavernosa28528	K16669
Mcavernosa25472	K20051
Mcavernosa04102	K09114
Mcavernosa30945	K06580
Mcavernosa03342	K09666
Mcavernosa33568	K10080
Mcavernosa08345	K02030
Mcavernosa03449	K12132
Mcavernosa35131	K13960
Mcavernosa20360	K24723
Mcavernosa15264	K24684
Mcavernosa23461	K24436
Mcavernosa29202	K14708
Mcavernosa23801	K20908
Mcavernosa08665	K06052
Mcavernosa01947	K05305
Mcavernosa30823	K03017
Mcavernosa31939	K20838
Mcavernosa00361	K05312
Mcavernosa16161	K04984
Mcavernosa24461	K23901
Mcavernosa30410	K19511
Mcavernosa14800	K17341
Mcavernosa19377	K10380
Mcavernosa31605	K09604
Mcavernosa24699	K13190
Mcavernosa03377	K19934
Mcavernosa19029	K05102
Mcavernosa03561	K02905
Mcavernosa21925	K10396
Mcavernosa10472	K06631
Mcavernosa02931	K05312
Mcavernosa12935	K24261
Mcavernosa30049	K00021
Mcavernosa33683	K14306
Mcavernosa16829	K20476
Mcavernosa28954	K17341
Mcavernosa32332	K11273
Mcavernosa31735	K06694
Mcavernosa14326	K20051
Mcavernosa22101	K13100
Mcavernosa00173	K05544
Mcavernosa25242	K02947
Mcavernosa21137	K03283
Mcavernosa27367	K11801
Mcavernosa07596	K24482
Mcavernosa20894	K10593
Mcavernosa00714	K12618
Mcavernosa26223	K15042
Mcavernosa28523	K09585
Mcavernosa01417	K10380
Mcavernosa07828	K03253
Mcavernosa24468	K02918
Mcavernosa11557	K08378
Mcavernosa23032	K14790
Mcavernosa27889	K14766
Mcavernosa21421	K08202
Mcavernosa28793	K05752
Mcavernosa29253	K10408
Mcavernosa13937	K04978
Mcavernosa12773	K00830
Mcavernosa23348	K13755
Mcavernosa22634	K14294
Mcavernosa01193	K10409
Mcavernosa01272	K13169
Mcavernosa07070	K09414
Mcavernosa18264	K14409
Mcavernosa03363	K17302
Mcavernosa27556	K19760
Mcavernosa11388	K00164
Mcavernosa13214	K16470
Mcavernosa06474	K01836
Mcavernosa21446	K10345
Mcavernosa20825	K24404
Mcavernosa06913	K24645
Mcavernosa21901	K04453
Mcavernosa31111	K06704
Mcavernosa31963	K03902
Mcavernosa17951	K24032
Mcavernosa16642	K00939
Mcavernosa18594	K14947
Mcavernosa15490	K04512
Mcavernosa06606	K24835
Mcavernosa27804	K13099
Mcavernosa25742	K24835
Mcavernosa12618	K12613
Mcavernosa12575	K13577
Mcavernosa08210	K08635
Mcavernosa03815	K00728
Mcavernosa06648	K11795
Mcavernosa32691	K22614
Mcavernosa07809	K11366
Mcavernosa10836	K02449
Mcavernosa31167	K05734
Mcavernosa31946	K11515
Mcavernosa00389	K16765
Mcavernosa12172	K12035
Mcavernosa04256	K24835
Mcavernosa27359	K10144
Mcavernosa17017	K00522
Mcavernosa14113	K04609
Mcavernosa22086	K20630
Mcavernosa30890	K05312
Mcavernosa11066	K01965
Mcavernosa09510	K03936
Mcavernosa21130	K17659
Mcavernosa17594	K16506
Mcavernosa02625	K15120
Mcavernosa02477	K07904
Mcavernosa05211	K24510
Mcavernosa35064	K05695
Mcavernosa14816	K18261
Mcavernosa04823	K19467
Mcavernosa25207	K18050
Mcavernosa06509	K06287
Mcavernosa10873	K08231
Mcavernosa14865	K04739
Mcavernosa26271	K22754
Mcavernosa15097	K23552
Mcavernosa23579	K15501
Mcavernosa24453	K05610
Mcavernosa04351	K19721
Mcavernosa18778	K19862
Mcavernosa14177	K05661
Mcavernosa28053	K09848
Mcavernosa30875	K11214
Mcavernosa24380	K11564
Mcavernosa17468	K05094
Mcavernosa03506	K12373
Mcavernosa10628	K19607
Mcavernosa26994	K07521
Mcavernosa01884	K14552
Mcavernosa32626	K24734
Mcavernosa24618	K04939
Mcavernosa13511	K07526
Mcavernosa03165	K02207
Mcavernosa09339	K02183
Mcavernosa28739	K09627
Mcavernosa31696	K17849
Mcavernosa20336	K05175
Mcavernosa03173	K01868
Mcavernosa29970	K17682
Mcavernosa02572	K14802
Mcavernosa24274	K12021
Mcavernosa32358	K22754
Mcavernosa05083	K07293
Mcavernosa11564	K01135
Mcavernosa19380	K17926
Mcavernosa33738	K21988
Mcavernosa02896	K01313
Mcavernosa15587	K10359
Mcavernosa10980	K02187
Mcavernosa00098	K00962
Mcavernosa20447	K04142
Mcavernosa03456	K01556
Mcavernosa06290	K05699
Mcavernosa28139	K24353
Mcavernosa20494	K16603
Mcavernosa25039	K05495
Mcavernosa27002	K19907
Mcavernosa10962	K11827
Mcavernosa04123	K12757
Mcavernosa04569	K23115
Mcavernosa10728	K11590
Mcavernosa22910	K15001
Mcavernosa06725	K11461
Mcavernosa22605	K09214
Mcavernosa17809	K22207
Mcavernosa20776	K14782
Mcavernosa15309	K11884
Mcavernosa12104	K15448
Mcavernosa09003	K21952
Mcavernosa00708	K12618
Mcavernosa18627	K09382
Mcavernosa05549	K22985
Mcavernosa29698	K07432
Mcavernosa13659	K05125
Mcavernosa08655	K03103
Mcavernosa29151	K24427
Mcavernosa11475	K06839
Mcavernosa24573	K23439
Mcavernosa01999	K00022
Mcavernosa17155	K16726
Mcavernosa34167	K16857
Mcavernosa34524	K05126
Mcavernosa31752	K01265
Mcavernosa12994	K01065
Mcavernosa30004	K17341
Mcavernosa16681	K13199
Mcavernosa22841	K16609
Mcavernosa30001	K00864
Mcavernosa10852	K00541
Mcavernosa20325	K01099
Mcavernosa20799	K05093
Mcavernosa15808	K09534
Mcavernosa22209	K20178
Mcavernosa03061	K01456
Mcavernosa17163	K22399
Mcavernosa01858	K07916
Mcavernosa33456	K17849
Mcavernosa33957	K24469
Mcavernosa20628	K14303
Mcavernosa24123	K12384
Mcavernosa12333	K24793
Mcavernosa18373	K03063
Mcavernosa26196	K07901
Mcavernosa15940	K01793
Mcavernosa15730	K06127
Mcavernosa07179	K13807
Mcavernosa25021	K20242
Mcavernosa30429	K15015
Mcavernosa31975	K09228
Mcavernosa07794	K06478
Mcavernosa32486	K09209
Mcavernosa27117	K12559
Mcavernosa12836	K11991
Mcavernosa28003	K22072
Mcavernosa22721	K05309
Mcavernosa29741	K23093
Mcavernosa18623	K14072
Mcavernosa21343	K24812
Mcavernosa32747	K12605
Mcavernosa13093	K02885
Mcavernosa01039	K11843
Mcavernosa06886	K07380
Mcavernosa15512	K02519
Mcavernosa10549	K24734
Mcavernosa32808	K00888
Mcavernosa21405	K04662
Mcavernosa03895	K18270
Mcavernosa31894	K09371
Mcavernosa24103	K04565
Mcavernosa24640	K10846
Mcavernosa05569	K05757
Mcavernosa05621	K24763
Mcavernosa24710	K04630
Mcavernosa16987	K16569
Mcavernosa18256	K22449
Mcavernosa25468	K16777
Mcavernosa10112	K03691
Mcavernosa16766	K00025
Mcavernosa28911	K06269
Mcavernosa02909	K03038
Mcavernosa18105	K13149
Mcavernosa30275	K10685
Mcavernosa22527	K11154
Mcavernosa22542	K14537
Mcavernosa14158	K00079
Mcavernosa02876	K24749
Mcavernosa34868	K14648
Mcavernosa31448	K02154
Mcavernosa17046	K00228
Mcavernosa09330	K21843
Mcavernosa17546	K17095
Mcavernosa23037	K24825
Mcavernosa26056	K00922
Mcavernosa12041	K07375
Mcavernosa13709	K17918
Mcavernosa24724	K01192
Mcavernosa34383	K04160
Mcavernosa32304	K07893
Mcavernosa34494	K03006
Mcavernosa23205	K02145
Mcavernosa16365	K08765
Mcavernosa22595	K07877
Mcavernosa00338	K06225
Mcavernosa06244	K05673
Mcavernosa03702	K15183
Mcavernosa33770	K07192
Mcavernosa22561	K09207
Mcavernosa25079	K04849
Mcavernosa29218	K05399
Mcavernosa33701	K03714
Mcavernosa15876	K14648
Mcavernosa01653	K01785
Mcavernosa27934	K04448
Mcavernosa03889	K13168
Mcavernosa08887	K08374
Mcavernosa08608	K23795
Mcavernosa02557	K10484
Mcavernosa14190	K21418
Mcavernosa07840	K03331
Mcavernosa24249	K04375
Mcavernosa28455	K08892
Mcavernosa07826	K15131
Mcavernosa24717	K01192
Mcavernosa26367	K21392
Mcavernosa23258	K01940
Mcavernosa23237	K10349
Mcavernosa25252	K24931
Mcavernosa24979	K08558
Mcavernosa30573	K00341
Mcavernosa06756	K11547
Mcavernosa08398	K13240
Mcavernosa24744	K14649
Mcavernosa04857	K09382
Mcavernosa02698	K04358
Mcavernosa34035	K08021
Mcavernosa05125	K14297
Mcavernosa09591	K17266
Mcavernosa01220	K08035
Mcavernosa06510	K18486
Mcavernosa14749	K00857
Mcavernosa31422	K07378
Mcavernosa12941	K00901
Mcavernosa02204	K00142
Mcavernosa02067	K15259
Mcavernosa32752	K17605
Mcavernosa15647	K09396
Mcavernosa24613	K04437
Mcavernosa05237	K02183
Mcavernosa04373	K08132
Mcavernosa10075	K04421
Mcavernosa29857	K09866
Mcavernosa08422	K17307
Mcavernosa23361	K00166
Mcavernosa28574	K10950
Mcavernosa20343	K18032
Mcavernosa04461	K00901
Mcavernosa26794	K05289
Mcavernosa22317	K08880
Mcavernosa12920	K08621
Mcavernosa23155	K18665
Mcavernosa22282	K00036
Mcavernosa17504	K05330
Mcavernosa29014	K25165
Mcavernosa13736	K00002
Mcavernosa07575	K07937
Mcavernosa14013	K04433
Mcavernosa25140	K19656
Mcavernosa25423	K01201
Mcavernosa31098	K17387
Mcavernosa30090	K19467
Mcavernosa31465	K09454
Mcavernosa12748	K13161
Mcavernosa09281	K19937
Mcavernosa06795	K04984
Mcavernosa29175	K24610
Mcavernosa18412	K10408
Mcavernosa20088	K18668
Mcavernosa01967	K01016
Mcavernosa18367	K16478
Mcavernosa17149	K14347
Mcavernosa28796	K11468
Mcavernosa35057	K10888
Mcavernosa17172	K12391
Mcavernosa02181	K02889
Mcavernosa13558	K18592
Mcavernosa25341	K24255
Mcavernosa31203	K04639
Mcavernosa26210	K18050
Mcavernosa14366	K05119
Mcavernosa22446	K08730
Mcavernosa16705	K08292
Mcavernosa30535	K04809
Mcavernosa19781	K06699
Mcavernosa18283	K04644
Mcavernosa02618	K19360
Mcavernosa07677	K11147
Mcavernosa34632	K24674
Mcavernosa09607	K00927
Mcavernosa13847	K01896
Mcavernosa20131	K05313
Mcavernosa20108	K17285
Mcavernosa02329	K18266
Mcavernosa29641	K24470
Mcavernosa30278	K14530
Mcavernosa08532	K08209
Mcavernosa10035	K23847
Mcavernosa01626	K06795
Mcavernosa05184	K12188
Mcavernosa13671	K24068
Mcavernosa14435	K04368
Mcavernosa16094	K11996
Mcavernosa18018	K00710
Mcavernosa23130	K03538
Mcavernosa26475	K10380
Mcavernosa15809	K08288
Mcavernosa21120	K17592
Mcavernosa01507	K11997
Mcavernosa16061	K01769
Mcavernosa21385	K10262
Mcavernosa18326	K14400
Mcavernosa02277	K10153
Mcavernosa11185	K10761
Mcavernosa28128	K23092
Mcavernosa26070	K04222
Mcavernosa28024	K20368
Mcavernosa13805	K16808
Mcavernosa26712	K01243
Mcavernosa30322	K10572
Mcavernosa12929	K16687
Mcavernosa14690	K19730
Mcavernosa20579	K03766
Mcavernosa06159	K04362
Mcavernosa17947	K23789
Mcavernosa02562	K15720
Mcavernosa12028	K17904
Mcavernosa12774	K00830
Mcavernosa21648	K10408
Mcavernosa30249	K10398
Mcavernosa23359	K11247
Mcavernosa26652	K10645
Mcavernosa30613	K17887
Mcavernosa30787	K20465
Mcavernosa05449	K06640
Mcavernosa11274	K22544
Mcavernosa26201	K13130
Mcavernosa24790	K10901
Mcavernosa05541	K14963
Mcavernosa03497	K01290
Mcavernosa03414	K13140
Mcavernosa27270	K01077
Mcavernosa06651	K20123
Mcavernosa21013	K14026
Mcavernosa31719	K05743
Mcavernosa20554	K23731
Mcavernosa18083	K14326
Mcavernosa30194	K16750
Mcavernosa28254	K01528
Mcavernosa27917	K18442
Mcavernosa07807	K11463
Mcavernosa13596	K09627
Mcavernosa17067	K00326
Mcavernosa09335	K17592
Mcavernosa21652	K04422
Mcavernosa14015	K11832
Mcavernosa14854	K04153
Mcavernosa34299	K08886
Mcavernosa28352	K01135
Mcavernosa01263	K24964
Mcavernosa15355	K20793
Mcavernosa00318	K04984
Mcavernosa33680	K04592
Mcavernosa13574	K13118
Mcavernosa25003	K01519
Mcavernosa10332	K11262
Mcavernosa26460	K15001
Mcavernosa20105	K01415
Mcavernosa32938	K06753
Mcavernosa12589	K20823
Mcavernosa04315	K12488
Mcavernosa00906	K13355
Mcavernosa22814	K10277
Mcavernosa21034	K17341
Mcavernosa32992	K01637
Mcavernosa13578	K00635
Mcavernosa09530	K04988
Mcavernosa32313	K04144
Mcavernosa23245	K05312
Mcavernosa28255	K03027
Mcavernosa07253	K12323
Mcavernosa09235	K15261
Mcavernosa00814	K12380
Mcavernosa20557	K19626
Mcavernosa17073	K15381
Mcavernosa20598	K01047
Mcavernosa18537	K00876
Mcavernosa30033	K21879
Mcavernosa08231	K11488
Mcavernosa24441	K21440
Mcavernosa14920	K00799
Mcavernosa08174	K05768
Mcavernosa18045	K00854
Mcavernosa33821	K05108
Mcavernosa20727	K14389
Mcavernosa14086	K00764
Mcavernosa14983	K24354
Mcavernosa31572	K11268
Mcavernosa19875	K08439
Mcavernosa31774	K21890
Mcavernosa09027	K08776
Mcavernosa32063	K09656
Mcavernosa27744	K09656
Mcavernosa08160	K11583
Mcavernosa32773	K20726
Mcavernosa33029	K10408
Mcavernosa27816	K09067
Mcavernosa23418	K04427
Mcavernosa04018	K00312
Mcavernosa25041	K05503
Mcavernosa04557	K12626
Mcavernosa28539	K20368
Mcavernosa13710	K05592
Mcavernosa09727	K00720
Mcavernosa10457	K11420
Mcavernosa29901	K06185
Mcavernosa07273	K13092
Mcavernosa17376	K18752
Mcavernosa30727	K15707
Mcavernosa03262	K05181
Mcavernosa05528	K17495
Mcavernosa01321	K11699
Mcavernosa18213	K00852
Mcavernosa25732	K07379
Mcavernosa11511	K17495
Mcavernosa05890	K00235
Mcavernosa21863	K06569
Mcavernosa08648	K00710
Mcavernosa30208	K19177
Mcavernosa21519	K15279
Mcavernosa18009	K02988
Mcavernosa32918	K03372
Mcavernosa08582	K18086
Mcavernosa04499	K00714
Mcavernosa25593	K19499
Mcavernosa28657	K07903
Mcavernosa17448	K10591
Mcavernosa00086	K17592
Mcavernosa19051	K11968
Mcavernosa27195	K08341
Mcavernosa00732	K15156
Mcavernosa23924	K04398
Mcavernosa17937	K15199
Mcavernosa28658	K01598
Mcavernosa11448	K06066
Mcavernosa04343	K17341
Mcavernosa05264	K09531
Mcavernosa13589	K11364
Mcavernosa22222	K17341
Mcavernosa29054	K15633
Mcavernosa26832	K06497
Mcavernosa31927	K14808
Mcavernosa17558	K22733
Mcavernosa00606	K05605
Mcavernosa31020	K08547
Mcavernosa16831	K24722
Mcavernosa13602	K18245
Mcavernosa32422	K01555
Mcavernosa29113	K10144
Mcavernosa18584	K19413
Mcavernosa00582	K18189
Mcavernosa07289	K08076
Mcavernosa07896	K23574
Mcavernosa06863	K08133
Mcavernosa32588	K11374
Mcavernosa28979	K20221
Mcavernosa04687	K10369
Mcavernosa16954	K02374
Mcavernosa08153	K00693
Mcavernosa08355	K24386
Mcavernosa21932	K09646
Mcavernosa06251	K24169
Mcavernosa15889	K15305
Mcavernosa00115	K23294
Mcavernosa22900	K07203
Mcavernosa06762	K03899
Mcavernosa14593	K05954
Mcavernosa10811	K22560
Mcavernosa06250	K11979
Mcavernosa32890	K24125
Mcavernosa08349	K14298
Mcavernosa01092	K23325
Mcavernosa05630	K03537
Mcavernosa21983	K00505
Mcavernosa22342	K19372
Mcavernosa03329	K07763
Mcavernosa11816	K07880
Mcavernosa26561	K06689
Mcavernosa25448	K15027
Mcavernosa28744	K01251
Mcavernosa21550	K05673
Mcavernosa16923	K24653
Mcavernosa02210	K00311
Mcavernosa09692	K02599
Mcavernosa23173	K01530
Mcavernosa04162	K23616
Mcavernosa34876	K11723
Mcavernosa21457	K05220
Mcavernosa24920	K14589
Mcavernosa16569	K17800
Mcavernosa10028	K10756
Mcavernosa16100	K08997
Mcavernosa24577	K09595
Mcavernosa05307	K15443
Mcavernosa14732	K21767
Mcavernosa21302	K18399
Mcavernosa23770	K09067
Mcavernosa16433	K12734
Mcavernosa01325	K11699
Mcavernosa23056	K04829
Mcavernosa13801	K01135
Mcavernosa30163	K19511
Mcavernosa24636	K16610
Mcavernosa17028	K00344
Mcavernosa01694	K20057
Mcavernosa28311	K11647
Mcavernosa29651	K04510
Mcavernosa00261	K23739
Mcavernosa07789	K11548
Mcavernosa09976	K04606
Mcavernosa07571	K23387
Mcavernosa23820	K05312
Mcavernosa04448	K07918
Mcavernosa21474	K02149
Mcavernosa15450	K01189
Mcavernosa25441	K15699
Mcavernosa15772	K24822
Mcavernosa24656	K04986
Mcavernosa01162	K19995
Mcavernosa34732	K11593
Mcavernosa24927	K10297
Mcavernosa24407	K17936
Mcavernosa01387	K04371
Mcavernosa10013	K05673
Mcavernosa32591	K11699
Mcavernosa26528	K18592
Mcavernosa06180	K14570
Mcavernosa08401	K13240
Mcavernosa10677	K15338
Mcavernosa27371	K23902
Mcavernosa20364	K17547
Mcavernosa16893	K18674
Mcavernosa03964	K07910
Mcavernosa02458	K17689
Mcavernosa18271	K05542
Mcavernosa24414	K01663
Mcavernosa33361	K04851
Mcavernosa27668	K22858
Mcavernosa21021	K23539
Mcavernosa31937	K08069
Mcavernosa21748	K05053
Mcavernosa09054	K10249
Mcavernosa08339	K04249
Mcavernosa32383	K01723
Mcavernosa26588	K10408
Mcavernosa03830	K05717
Mcavernosa18371	K11257
Mcavernosa05939	K00088
Mcavernosa02304	K06233
Mcavernosa23126	K23939
Mcavernosa15958	K13863
Mcavernosa18405	K10408
Mcavernosa25167	K09491
Mcavernosa01375	K10362
Mcavernosa07650	K12580
Mcavernosa14288	K14410
Mcavernosa12213	K10410
Mcavernosa15185	K20915
Mcavernosa01610	K22198
Mcavernosa33389	K13237
Mcavernosa30993	K00902
Mcavernosa02793	K13184
Mcavernosa01536	K02936
Mcavernosa04139	K01719
Mcavernosa33553	K06269
Mcavernosa24662	K23951
Mcavernosa17508	K06115
Mcavernosa22727	K08375
Mcavernosa16955	K17345
Mcavernosa03946	K23456
Mcavernosa10290	K14689
Mcavernosa22926	K22531
Mcavernosa25216	K10870
Mcavernosa14125	K12866
Mcavernosa32065	K09656
Mcavernosa32392	K20520
Mcavernosa08144	K11865
Mcavernosa21373	K21441
Mcavernosa01848	K11518
Mcavernosa08876	K01345
Mcavernosa18689	K05746
Mcavernosa20636	K08202
Mcavernosa08114	K24464
Mcavernosa02613	K16524
Mcavernosa16672	K20042
Mcavernosa32112	K17606
Mcavernosa31702	K24135
Mcavernosa15316	K03025
Mcavernosa01542	K08871
Mcavernosa14922	K00799
Mcavernosa21173	K16608
Mcavernosa23298	K24734
Mcavernosa06386	K08574
Mcavernosa09732	K16310
Mcavernosa28462	K04141
Mcavernosa11230	K12301
Mcavernosa11579	K03068
Mcavernosa13863	K08171
Mcavernosa02011	K01897
Mcavernosa00506	K17509
Mcavernosa00454	K21052
Mcavernosa08441	K17918
Mcavernosa16788	K02875
Mcavernosa17184	K08808
Mcavernosa01676	K02514
Mcavernosa33347	K01810
Mcavernosa02075	K00164
Mcavernosa13295	K22614
Mcavernosa17970	K10165
Mcavernosa05341	K02105
Mcavernosa07409	K03239
Mcavernosa30751	K09624
Mcavernosa12974	K03917
Mcavernosa13149	K24431
Mcavernosa21524	K13667
Mcavernosa15837	K03768
Mcavernosa27906	K04974
Mcavernosa03615	K17816
Mcavernosa14391	K09320
Mcavernosa33179	K08466
Mcavernosa08092	K12385
Mcavernosa19470	K05641
Mcavernosa12264	K18156
Mcavernosa25663	K12669
Mcavernosa20269	K03254
Mcavernosa12165	K01735
Mcavernosa32726	K04981
Mcavernosa19834	K20795
Mcavernosa22591	K23167
Mcavernosa04575	K09604
Mcavernosa14107	K04988
Mcavernosa29638	K17458
Mcavernosa03862	K20353
Mcavernosa03584	K00074
Mcavernosa22430	K14007
Mcavernosa06771	K20526
Mcavernosa00840	K11315
Mcavernosa22116	K13578
Mcavernosa18980	K24652
Mcavernosa32666	K05658
Mcavernosa29545	K17808
Mcavernosa04593	K16483
Mcavernosa09319	K14410
Mcavernosa04067	K23735
Mcavernosa32008	K19530
Mcavernosa22520	K15616
Mcavernosa16604	K01301
Mcavernosa26544	K10369
Mcavernosa24213	K02705
Mcavernosa03444	K15361
Mcavernosa25574	K12169
Mcavernosa30494	K06058
Mcavernosa24447	K10350
Mcavernosa14276	K08076
Mcavernosa17868	K17601
Mcavernosa02938	K12389
Mcavernosa06221	K13046
Mcavernosa29424	K14824
Mcavernosa03385	K13649
Mcavernosa11636	K10414
