Cladocopium293578	K22370
Mcavernosa20155	K12167
Mcavernosa20784	K14314
Mcavernosa23906	K20647
Mcavernosa32577	K01019
Mcavernosa01320	K11699
Cladocopium317680	K02501
Mcavernosa01760	K05906
Mcavernosa31229	K20286
Mcavernosa34842	K11433
Cladocopium303228	K07942
Mcavernosa01406	K00789
Cladocopium186407	K02108
Cladocopium93778	K00485
Mcavernosa21217	K13247
Mcavernosa03967	K04351
Mcavernosa05495	K12405
Cladocopium261607	K01265
Cladocopium298660	K14326
Cladocopium374487	K10359
Cladocopium284368	K21396
Cladocopium331050	K03348
Mcavernosa04320	K14801
Mcavernosa11779	K07809
Cladocopium120715	K15026
Cladocopium228188	K04512
Cladocopium297241	K04421
Mcavernosa33552	K10780
Cladocopium38141	K10408
Mcavernosa19298	K23205
Mcavernosa24614	K09171
Cladocopium216042	K06942
Cladocopium56583	K17499
Cladocopium280221	K08272
Cladocopium76782	K17562
Cladocopium319505	K08175
Cladocopium364925	K00128
Cladocopium198194	K17086
Mcavernosa32410	K00627
Mcavernosa29097	K11165
Cladocopium104032	K09602
Cladocopium306136	K14857
Cladocopium95539	K00626
Cladocopium38876	K21803
Cladocopium419277	K09517
Cladocopium219933	K01637
Mcavernosa05842	K04892
Mcavernosa09726	K22866
Cladocopium73950	K10380
Cladocopium54002	K00067
Cladocopium179764	K09828
Cladocopium53418	K10380
Cladocopium41173	K13412
Cladocopium164049	K16462
Cladocopium471310	K10408
Cladocopium270310	K11323
Mcavernosa20813	K00789
Cladocopium300461	K04461
Mcavernosa32829	K10380
Cladocopium73252	K11068
Mcavernosa10223	K12386
Mcavernosa16316	K07838
Mcavernosa27728	K20908
Mcavernosa28309	K01398
Mcavernosa07137	K21916
Cladocopium267872	K02030
Cladocopium180150	K15332
Cladocopium296808	K00726
Cladocopium264593	K10418
Cladocopium158111	K00700
Mcavernosa06712	K08376
Mcavernosa25351	K17689
Cladocopium194356	K01006
Mcavernosa25199	K09569
Mcavernosa06968	K08375
Cladocopium366380	K12319
Mcavernosa17773	K05200
Cladocopium184185	K11703
Cladocopium52309	K16455
Mcavernosa01643	K01904
Mcavernosa00200	K10273
Mcavernosa24698	K10638
Mcavernosa05816	K17043
Cladocopium192285	K12132
Mcavernosa02559	K04910
Mcavernosa08107	K08638
Mcavernosa16765	K00025
Mcavernosa09701	K03260
Mcavernosa03124	K14716
Cladocopium372299	K13699
Cladocopium285532	K08869
Mcavernosa18135	K04097
Cladocopium151745	K10408
Mcavernosa17318	K04919
Mcavernosa05006	K16939
Cladocopium179231	K00833
Cladocopium302902	K05016
Cladocopium428347	K07889
Cladocopium327702	K03809
Cladocopium286984	K04957
Cladocopium300716	K12184
Cladocopium236921	K01247
Cladocopium224025	K20177
Cladocopium309698	K00706
Cladocopium310741	K05592
Cladocopium102648	K02433
Mcavernosa19835	K18200
Cladocopium252103	K08819
Cladocopium302931	K15117
Mcavernosa04686	K10369
Cladocopium210432	K11000
Cladocopium120922	K05673
Mcavernosa25195	K02599
Cladocopium15829	K10380
Cladocopium267016	K15101
Mcavernosa32640	K10442
Cladocopium427125	K08333
Cladocopium85413	K17623
Cladocopium213406	K01881
Cladocopium307217	K00710
Mcavernosa25886	K08653
Cladocopium210225	K08776
Mcavernosa25473	K20053
Mcavernosa26520	K09057
Cladocopium115323	K12392
Cladocopium273191	K20362
Mcavernosa21492	K08187
Cladocopium116401	K04739
Cladocopium307611	K01897
Cladocopium287511	K04739
Cladocopium285148	K01874
Cladocopium310677	K05181
Cladocopium90369	K19626
Mcavernosa04427	K16506
Cladocopium306967	K04739
Mcavernosa02914	K08496
Cladocopium315900	K01933
Cladocopium164107	K07783
Cladocopium186411	K12585
Mcavernosa10709	K19511
Cladocopium204816	K18059
Mcavernosa29313	K02579
Mcavernosa06000	K14525
Mcavernosa10062	K05695
Mcavernosa31121	K00699
Cladocopium302083	K14403
Cladocopium271135	K09839
Cladocopium282350	K19683
Cladocopium39108	K10686
Cladocopium33002	K03259
Cladocopium279026	K03320
Cladocopium322199	K04799
Cladocopium207044	K02471
Cladocopium343965	K04885
Mcavernosa03323	K07994
Cladocopium304651	K14950
Mcavernosa28326	K00857
Mcavernosa22776	K03123
Mcavernosa09207	K10391
Cladocopium308514	K03070
Cladocopium267383	K02355
Mcavernosa02654	K19465
Cladocopium293754	K12460
Mcavernosa34548	K03130
Mcavernosa05822	K09641
Cladocopium44335	K03027
Cladocopium81319	K19199
Cladocopium111036	K01934
Cladocopium306750	K01669
Mcavernosa02459	K17691
Cladocopium219494	K00011
Cladocopium119134	K23257
Mcavernosa04822	K06825
Mcavernosa22104	K20067
Cladocopium307358	K15920
Cladocopium265234	K12460
Mcavernosa21408	K04805
Cladocopium323407	K00026
Cladocopium57091	K03527
Cladocopium231351	K20292
Cladocopium99003	K21989
Cladocopium180751	K01955
Cladocopium153668	K00873
Cladocopium352152	K12482
Mcavernosa28400	K03935
Mcavernosa32002	K17569
Mcavernosa17583	K12857
Cladocopium218406	K09485
Cladocopium202993	K10875
Cladocopium44457	K03782
Mcavernosa26815	K04941
Mcavernosa13117	K23113
Mcavernosa05884	K10595
Cladocopium116577	K07375
Cladocopium305428	K05668
Mcavernosa11051	K02183
Mcavernosa26844	K09657
Cladocopium317565	K14556
Mcavernosa00486	K00290
Cladocopium157719	K15631
Mcavernosa27080	K07179
Cladocopium83581	K01626
Cladocopium267937	K02183
Cladocopium114560	K15706
Cladocopium265567	K12820
Mcavernosa01491	K00461
Cladocopium388157	K11416
Cladocopium282885	K00688
Mcavernosa17975	K13616
Mcavernosa30901	K02893
Mcavernosa01267	K16538
Mcavernosa07546	K14304
Mcavernosa01755	K10454
Mcavernosa28049	K09496
Cladocopium292712	K10592
Cladocopium310930	K20029
Cladocopium112031	K09456
Cladocopium90402	K01427
Cladocopium337479	K14802
Mcavernosa29416	K10380
Cladocopium311239	K09880
Cladocopium166288	K10408
Mcavernosa11279	K12375
Cladocopium265491	K06942
Cladocopium77808	K16599
Mcavernosa31597	K00876
Cladocopium267092	K12735
Mcavernosa04106	K11424
Mcavernosa31368	K19361
Mcavernosa12644	K17784
Cladocopium296326	K14376
Cladocopium178927	K02183
Mcavernosa12904	K17341
Cladocopium251253	K08869
Mcavernosa21415	K03175
Cladocopium29723	K20028
Cladocopium289833	K09540
Cladocopium183883	K03292
Cladocopium272772	K07198
Cladocopium118199	K13126
Cladocopium114615	K14079
Cladocopium178598	K15335
Cladocopium330092	K00586
Cladocopium282654	K11977
Cladocopium588270	K01338
Cladocopium302271	K00108
Cladocopium267179	K14997
Cladocopium257994	K21413
Mcavernosa02669	K01866
Cladocopium292322	K05925
Cladocopium267749	K07889
Mcavernosa15728	K12890
Mcavernosa00586	K17592
Mcavernosa23036	K14777
Mcavernosa04565	K08076
Cladocopium190086	K01179
Cladocopium277853	K01923
Mcavernosa23560	K20876
Cladocopium157050	K13293
Mcavernosa26523	K11886
Cladocopium300500	K01868
Mcavernosa03798	K03637
Cladocopium26995	K02183
Cladocopium171420	K16608
Cladocopium47610	K06147
Cladocopium57196	K00939
Mcavernosa10849	K05692
Cladocopium300199	K08857
Mcavernosa03036	K05643
Cladocopium297380	K05543
Cladocopium294029	K01738
Mcavernosa03350	K06839
Cladocopium264376	K00029
Cladocopium55976	K16608
Mcavernosa13194	K08111
Cladocopium114572	K10841
Cladocopium72746	K13749
Cladocopium294812	K01710
Mcavernosa22785	K08059
Cladocopium286619	K19677
Mcavernosa18626	K09334
Cladocopium235088	K10380
Mcavernosa22494	K08076
Cladocopium306233	K05033
Cladocopium77829	K08573
Cladocopium264069	K01903
Cladocopium300183	K13210
Cladocopium114608	K07512
Cladocopium403001	K01366
Mcavernosa23638	K05643
Cladocopium306762	K13412
Cladocopium290755	K00231
Mcavernosa32777	K18334
Cladocopium195958	K21989
Cladocopium292312	K04097
Mcavernosa11967	K07374
Cladocopium228692	K08844
Mcavernosa34825	K12401
Mcavernosa14803	K10397
Cladocopium40824	K10226
Mcavernosa29285	K21423
Mcavernosa06019	K20126
Cladocopium389842	K01050
Cladocopium236853	K15272
Cladocopium150058	K00143
Cladocopium307084	K15272
Cladocopium264437	K20028
Cladocopium110573	K03637
Cladocopium327083	K10408
Cladocopium265590	K11088
Cladocopium39970	K22614
Mcavernosa00564	K04144
Mcavernosa21581	K02186
Cladocopium312232	K14326
Cladocopium104614	K01886
Mcavernosa19871	K10529
Cladocopium167236	K02519
Cladocopium158704	K17943
Cladocopium212512	K03320
Cladocopium280032	K02736
Cladocopium299360	K13111
Cladocopium521264	K14724
Cladocopium299300	K03798
Mcavernosa32133	K04352
Mcavernosa28062	K19041
Mcavernosa15393	K10380
Mcavernosa08207	K08635
Cladocopium145275	K10408
Mcavernosa23568	K05755
Mcavernosa06124	K05614
Mcavernosa05353	K18886
Mcavernosa22589	K01365
Cladocopium281357	K03065
Cladocopium214334	K10770
Cladocopium116867	K06070
Cladocopium403691	K18533
Cladocopium265630	K03695
Cladocopium68718	K14442
Cladocopium273410	K12891
Cladocopium197709	K22684
Cladocopium64374	K12823
Cladocopium285129	K12132
Mcavernosa16306	K14610
Cladocopium257153	K11857
Cladocopium302985	K02021
Mcavernosa19954	K11345
Mcavernosa15963	K17286
Mcavernosa02117	K15259
Cladocopium205876	K22755
Cladocopium168515	K15332
Cladocopium294685	K10408
Mcavernosa09869	K11353
Cladocopium27586	K08869
Mcavernosa08845	K20185
Cladocopium233171	K07299
Cladocopium48652	K16900
Cladocopium157505	K00902
Mcavernosa20844	K19899
Mcavernosa05304	K05700
Mcavernosa06859	K06115
Mcavernosa04659	K00325
Cladocopium288559	K22684
Mcavernosa01454	K03028
Mcavernosa06909	K02872
Cladocopium102524	K14833
Cladocopium26923	K10380
Mcavernosa18301	K16479
Mcavernosa15795	K14073
Cladocopium31824	K01076
Cladocopium187380	K10956
Cladocopium285409	K03977
Cladocopium155608	K16478
Mcavernosa24163	K18467
Cladocopium299129	K05658
Cladocopium103789	K12132
Cladocopium245697	K08139
Cladocopium146714	K20404
Mcavernosa06984	K16810
Mcavernosa08397	K13240
Cladocopium378701	K12440
Cladocopium150586	K12440
Mcavernosa05419	K05037
Mcavernosa06398	K12598
Mcavernosa20402	K13138
Cladocopium270329	K09569
Mcavernosa12381	K23088
Mcavernosa31981	K01712
Mcavernosa03022	K20346
Cladocopium313896	K01641
Mcavernosa29806	K19511
Mcavernosa07421	K17341
Cladocopium61792	K05546
Cladocopium26372	K14540
Mcavernosa12585	K01338
Mcavernosa17110	K10405
Cladocopium256258	K12850
Mcavernosa03051	K10419
Cladocopium67832	K15505
Mcavernosa20472	K00569
Cladocopium242381	K00362
Mcavernosa13028	K11428
Cladocopium83546	K14007
Mcavernosa18748	K09194
Cladocopium218362	K01599
Cladocopium298081	K04079
Mcavernosa02662	K04612
Cladocopium321858	K17623
Cladocopium46856	K05794
Mcavernosa05587	K06496
Cladocopium168081	K02355
Cladocopium65312	K13103
Mcavernosa15424	K22390
Cladocopium255829	K10408
Cladocopium263906	K16292
Cladocopium116052	K05665
Cladocopium327117	K01869
Cladocopium185660	K23330
Cladocopium29209	K01764
Cladocopium312180	K01768
Cladocopium207652	K12741
Cladocopium231585	K03654
Cladocopium320665	K08869
Mcavernosa26355	K13963
Cladocopium201439	K14297
Cladocopium217176	K14684
Mcavernosa20500	K16780
Mcavernosa20102	K09634
Mcavernosa00431	K22390
Cladocopium226324	K08869
Mcavernosa21714	K14404
Cladocopium298688	K03025
Mcavernosa07278	K22806
Mcavernosa04940	K04144
Cladocopium39895	K00809
Mcavernosa25144	K10876
Mcavernosa30386	K12442
Cladocopium72188	K10477
Cladocopium200175	K15361
Cladocopium492685	K08176
Mcavernosa02602	K12028
Mcavernosa06597	K01672
Mcavernosa16501	K01754
Cladocopium175663	K13412
Mcavernosa33811	K04515
Mcavernosa05109	K07213
Mcavernosa02656	K23218
Mcavernosa17062	K03068
Mcavernosa03595	K01415
Cladocopium179990	K01802
Mcavernosa33522	K12385
Cladocopium96488	K01735
Cladocopium339714	K01527
Cladocopium56518	K11805
Mcavernosa15871	K19511
Cladocopium285084	K00545
Cladocopium274354	K10380
Mcavernosa19782	K09657
Cladocopium317556	K12823
Mcavernosa04747	K16669
Mcavernosa21038	K17341
Mcavernosa01427	K14319
Mcavernosa07817	K08076
Mcavernosa17101	K01883
Cladocopium124078	K03165
Cladocopium216280	K13412
Cladocopium309509	K03979
Cladocopium92590	K06890
Cladocopium114228	K12024
Cladocopium334063	K11251
Mcavernosa29474	K16550
Cladocopium30503	K10686
Mcavernosa04544	K12387
Mcavernosa05945	K21439
Cladocopium50938	K03595
Mcavernosa05180	K20184
Cladocopium94847	K09580
Cladocopium164959	K00889
Mcavernosa20920	K01958
Mcavernosa26639	K06774
Cladocopium269059	K07126
Mcavernosa09578	K09270
Mcavernosa33312	K03899
Mcavernosa18670	K21862
Mcavernosa32333	K11273
Cladocopium209372	K01251
Mcavernosa28182	K17457
Cladocopium64817	K03798
Mcavernosa19635	K13114
Cladocopium125288	K00463
Mcavernosa28124	K02902
Mcavernosa13437	K12593
Cladocopium317378	K07893
Mcavernosa21366	K01807
Mcavernosa04806	K15015
Mcavernosa15206	K18646
Cladocopium278551	K13412
Cladocopium46154	K08857
Mcavernosa15438	K05849
Cladocopium317484	K07880
Cladocopium52944	K05931
Mcavernosa02879	K17675
Mcavernosa02764	K01412
Mcavernosa03070	K15048
Cladocopium208905	K02960
Mcavernosa23888	K11488
Mcavernosa01411	K14616
Cladocopium241256	K14262
Cladocopium54050	K16569
Cladocopium182842	K05275
Cladocopium115594	K16743
Cladocopium314277	K13412
Cladocopium228633	K15414
Cladocopium117024	K13110
Cladocopium104485	K14026
Cladocopium236197	K08857
Cladocopium399757	K04646
Mcavernosa06173	K00586
Mcavernosa22145	K18486
Cladocopium162491	K10380
Mcavernosa10891	K08231
Cladocopium273468	K02896
Mcavernosa20317	K10408
Mcavernosa30245	K03766
Mcavernosa31651	K18212
Cladocopium176863	K03327
Cladocopium268212	K00471
Mcavernosa08943	K01019
Cladocopium291249	K00101
Mcavernosa01631	K08069
Mcavernosa04358	K16629
Mcavernosa23371	K04238
Mcavernosa11829	K12343
Cladocopium317252	K04886
Mcavernosa08269	K13711
Mcavernosa33950	K19352
Cladocopium212707	K13148
Cladocopium35006	K02183
Mcavernosa24672	K09637
Mcavernosa16079	K14638
Mcavernosa32733	K17916
Mcavernosa34818	K04849
Cladocopium312772	K01210
Mcavernosa25585	K09275
Cladocopium260353	K07300
Cladocopium72693	K15083
Mcavernosa28140	K10133
Mcavernosa28431	K01230
Mcavernosa33339	K10896
Mcavernosa16393	K13155
Mcavernosa19190	K17495
Cladocopium310729	K10401
Mcavernosa04020	K08187
Cladocopium245732	K10380
Mcavernosa17323	K02599
Mcavernosa02872	K17675
Mcavernosa28410	K10902
Mcavernosa19469	K05641
Mcavernosa20602	K08465
Cladocopium270886	K07516
Cladocopium310834	K05776
Cladocopium283428	K03147
Cladocopium287143	K10624
Cladocopium425106	K00323
Mcavernosa02233	K17495
Cladocopium302108	K16781
Mcavernosa10219	K14554
Cladocopium28644	K03978
Cladocopium325430	K19613
Cladocopium115940	K12888
Cladocopium264200	K00645
Cladocopium115927	K20715
Cladocopium358534	K01379
Mcavernosa13019	K15171
Mcavernosa16323	K03424
Cladocopium119524	K14554
Cladocopium183570	K11654
Cladocopium306202	K07512
Cladocopium326136	K03424
Mcavernosa13617	K15711
Cladocopium247515	K02366
Mcavernosa15473	K08842
Mcavernosa27160	K04422
Cladocopium226232	K11274
Cladocopium116820	K01210
Cladocopium211849	K14807
Cladocopium265803	K02183
Cladocopium264157	K03768
Cladocopium257391	K17783
Cladocopium46679	K02440
Mcavernosa18515	K15437
Cladocopium103516	K03593
Mcavernosa10572	K08267
Cladocopium158660	K22824
Cladocopium186310	K15026
Cladocopium152484	K01373
Cladocopium209321	K02641
Cladocopium118715	K08582
Cladocopium239457	K00703
Mcavernosa00412	K00763
Mcavernosa04088	K08451
Cladocopium284473	K20715
Cladocopium206297	K03237
Mcavernosa12106	K21347
Cladocopium46456	K11811
Mcavernosa22642	K07847
Mcavernosa05843	K10457
Cladocopium91794	K14007
Mcavernosa31444	K05719
Mcavernosa35215	K01845
Mcavernosa14118	K12818
Cladocopium354090	K00645
Cladocopium123016	K03648
Cladocopium219574	K02295
Mcavernosa11659	K16469
Mcavernosa20077	K08465
Cladocopium85578	K00895
Cladocopium325535	K10408
Mcavernosa14394	K12562
Cladocopium244316	K18561
Cladocopium41832	K02932
Cladocopium54849	K03843
Cladocopium300187	K03593
Mcavernosa20001	K22563
Cladocopium183014	K13126
Cladocopium269704	K14557
Cladocopium297673	K00164
Cladocopium303604	K10393
Mcavernosa02760	K14411
Cladocopium209709	K13289
Cladocopium39456	K19306
Cladocopium285277	K18643
Mcavernosa05851	K04773
Cladocopium113204	K07514
Mcavernosa03127	K12805
Mcavernosa14561	K12385
Cladocopium116093	K09566
Cladocopium49135	K08794
Cladocopium14829	K12348
Cladocopium278809	K11434
Cladocopium42446	K17964
Mcavernosa08037	K17306
Cladocopium266670	K08798
Cladocopium109283	K01363
Cladocopium114586	K17725
Cladocopium273981	K10523
Cladocopium97782	K21440
Mcavernosa29037	K10457
Mcavernosa24024	K17080
Cladocopium165528	K02006
Cladocopium122004	K00557
Cladocopium252814	K14338
Mcavernosa08780	K06711
Cladocopium343447	K10408
Cladocopium221555	K14938
Mcavernosa08880	K01394
Mcavernosa02340	K21278
Cladocopium296351	K06269
Cladocopium118644	K00059
Cladocopium351447	K07304
Cladocopium290808	K17302
Mcavernosa07390	K22747
Cladocopium45550	K19759
Cladocopium280549	K02691
Mcavernosa28610	K04600
Cladocopium118925	K09517
Cladocopium59813	K20298
Mcavernosa24234	K02111
Mcavernosa06716	K19525
Mcavernosa21833	K00802
Cladocopium240867	K17495
Mcavernosa11453	K11138
Cladocopium119808	K10397
Cladocopium203002	K19600
Mcavernosa30919	K20308
Cladocopium183238	K06269
Cladocopium319282	K04646
Mcavernosa24995	K03068
Cladocopium116679	K01081
Mcavernosa13136	K15076
Cladocopium47187	K20347
Cladocopium306450	K18442
Cladocopium296751	K08869
Cladocopium264860	K10755
Mcavernosa03320	K08002
Cladocopium29596	K11808
Cladocopium167616	K19704
Mcavernosa25156	K04437
Mcavernosa11329	K10390
Mcavernosa13997	K00942
Cladocopium274783	K16328
Mcavernosa09675	K11655
Cladocopium300322	K09702
Mcavernosa09019	K05695
Mcavernosa30898	K18529
Cladocopium215385	K10416
Mcavernosa01787	K14648
Cladocopium257977	K06671
Cladocopium180888	K06674
Cladocopium115815	K01647
Mcavernosa02111	K15259
Mcavernosa31174	K15615
Mcavernosa28127	K23092
Mcavernosa03466	K00699
Mcavernosa22768	K05701
Cladocopium280212	K02727
Mcavernosa00842	K10755
Cladocopium178684	K11494
Cladocopium265487	K06268
Mcavernosa02267	K16639
Mcavernosa09190	K03019
Cladocopium204967	K08150
Cladocopium287396	K00671
Cladocopium201335	K12236
Mcavernosa16784	K05307
Cladocopium359643	K10414
Mcavernosa08318	K00019
Cladocopium266035	K20069
Cladocopium241602	K10799
Cladocopium84323	K17681
Cladocopium215131	K09537
Cladocopium78476	K12442
Cladocopium299806	K15436
Mcavernosa08789	K12393
Mcavernosa19201	K01262
Mcavernosa31031	K13129
Mcavernosa33671	K20129
Mcavernosa33774	K17080
Cladocopium314333	K16458
Cladocopium231381	K04874
Mcavernosa13874	K10643
Cladocopium288617	K08596
Cladocopium195152	K00134
Mcavernosa15391	K00262
Mcavernosa30160	K03250
Cladocopium78020	K13761
Cladocopium158875	K03696
Cladocopium309696	K01870
Cladocopium56794	K03428
Mcavernosa01057	K05853
Cladocopium50665	K03233
Cladocopium235405	K10799
Cladocopium314243	K10601
Cladocopium285416	K01881
Mcavernosa16612	K22078
Mcavernosa10688	K12162
Cladocopium184264	K14834
Cladocopium184961	K01811
Cladocopium117634	K20179
Mcavernosa28582	K09258
Cladocopium291442	K00381
Cladocopium63849	K18272
Mcavernosa11741	K04988
Cladocopium268081	K04688
Mcavernosa18226	K06255
Cladocopium264981	K01945
Cladocopium114999	K17499
Cladocopium118537	K21971
Cladocopium161738	K08516
Cladocopium312166	K06994
Mcavernosa08239	K15601
Cladocopium286100	K14007
Mcavernosa27749	K01135
Cladocopium49897	K08818
Cladocopium94969	K22614
Cladocopium309374	K04840
Mcavernosa15756	K10392
Cladocopium245172	K17495
Cladocopium265191	K02293
Mcavernosa04986	K15277
Mcavernosa30996	K00461
Mcavernosa34241	K00128
Cladocopium58684	K15272
Cladocopium122695	K07300
Mcavernosa02754	K05636
Cladocopium113739	K12880
Cladocopium88094	K23257
Cladocopium268391	K02886
Cladocopium354277	K04427
Cladocopium353605	K15276
Cladocopium311814	K05000
Mcavernosa07240	K05330
Mcavernosa28867	K06819
Mcavernosa28167	K03039
Cladocopium322065	K04771
Mcavernosa06016	K20407
Mcavernosa16336	K03900
Cladocopium89809	K07126
Mcavernosa25964	K01349
Mcavernosa24684	K00306
Mcavernosa23164	K23257
Cladocopium265949	K17938
Mcavernosa29298	K10661
Mcavernosa22523	K04615
Mcavernosa16562	K04605
Cladocopium237858	K02692
Cladocopium313415	K19801
Mcavernosa06183	K05613
Mcavernosa14823	K01014
Mcavernosa26479	K03353
Cladocopium213567	K17341
Cladocopium58281	K13699
Cladocopium96013	K14297
Cladocopium236604	K03319
Mcavernosa20734	K00600
Cladocopium40678	K12823
Mcavernosa03918	K18424
Mcavernosa24954	K05502
Cladocopium92154	K21989
Mcavernosa31561	K05768
Mcavernosa09885	K16659
Cladocopium287573	K01580
Mcavernosa32471	K01895
Mcavernosa26666	K12736
Cladocopium115380	K10859
Mcavernosa30855	K09469
Mcavernosa20418	K20189
Mcavernosa20367	K10260
Cladocopium153478	K14427
Mcavernosa01477	K15260
Cladocopium293211	K04856
Cladocopium41360	K06188
Cladocopium298594	K04854
Mcavernosa08639	K17603
Mcavernosa02428	K01880
Cladocopium77875	K06258
Cladocopium85493	K04771
Mcavernosa02177	K14803
Cladocopium264946	K04460
Mcavernosa03157	K00544
Cladocopium119484	K20098
Cladocopium75069	K09022
